Objective_6000,RankIn_6000,RankOut_6000,Times_6000,Lambdas_6000
625360.330873641,50,11,2.532947504,283.704026477442
108777.801931316,50,11,4.596908316,87.9482482080072
25528.04574833,11,11,6.133493511,27.2639569444822
7139.46865882802,11,10,7.675549095,8.45182665278949
2144.27898417716,11,10,9.230189544,2.62006626236474
658.071654159921,10,10,10.768315886,0.81222054133307
203.333455520934,10,10,12.288710789,0.251788367813252
62.9412010216257,10,10,13.805223629,0.078054394022108
19.4750148765023,10,10,15.329666483,0.0241968621468535
6.00583853640158,10,10,16.857639742,0.00750102726552458
1.83090843331645,10,10,18.292891989,0.00232531845231262
0.536730088135667,10,10,19.743644631,0.000720848720216912
0.13553974300026,10,10,21.261998603,0.000223463103267243
0.0111712613455021,10,10,22.697915335,6.92735620128453e-05
-0.0273828958440721,10,10,24.119892741,2.1474804223982e-05
-0.0393346646113253,10,10,25.543519996,6.65718930943443e-06
-0.0430397006512131,10,10,26.970752041,2.06372868592467e-06
-0.0441882511166583,10,10,28.441814683,6.39755892636649e-07
-0.0445442914525189,10,10,30.077213461,1.98324326717361e-07
-0.0446546537699383,10,10,31.557821117,6.14805412823819e-08
-0.0446888559286411,10,10,33.065652694,1.90589677975384e-08
-0.0446994484521023,10,10,34.648648706,5.9082800172369e-09
-0.0447027219829723,10,10,36.226102683,1.83156680534344e-09
-0.0447037266300426,10,10,37.774787478,5.67785709656466e-10
-0.0447040279143418,10,10,39.289243859,1.76013569993505e-10
-0.0447041111591155,10,10,0,5.45642066979864e-11
